measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2010,4108781.1100469683,5212434.508727549,3188800.815687666
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2010,6442125.828050112,8165316.424460432,5009058.712656463
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2010,0.007438096913844111,0.009376275293682724,0.005777892023757084
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2010,0.013526375342996229,0.017176658425572557,0.010518922291229709
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2010,0.010433178774629695,0.013195133838246283,0.008121851434044225
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2010,636.226262885272,804.0188312918968,492.75239399305894
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2010,1220.700218394617,1548.5906337557662,947.3782486510627
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2010,915.9336701549585,1160.9348280762,712.1819183860587
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2011,2268931.451963775,2868485.1012719646,1754836.516374169
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2011,4012160.297895676,5095296.43803132,3106016.8669013623
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2011,6281091.749859451,7966558.978669588,4869292.632178738
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2011,0.00734882535938973,0.009310900462876524,0.005684346781753681
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2011,0.013456967985141805,0.017101479582117888,0.010414637538614498
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2011,0.010349501485523454,0.013127775480872053,0.00804907124666737
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2011,627.6985282232073,793.5646864695835,485.47447197976976
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2011,1211.9268881428713,1539.1027022393707,938.2140982745245
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2011,906.9845889911039,1150.3646991151988,703.1219336627054
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2012,2219820.698878604,2813318.0957702403,1719023.1169842605
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2012,3938506.22653554,4999042.3660707725,3043315.6880450635
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2012,6158326.925414143,7827500.288156608,4756733.54203892
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2012,0.007279105606393243,0.009208909728965002,0.005617946023193971
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2012,0.01340984287471835,0.017015095656663294,0.010357883027834604
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2012,0.010286792345503983,0.013028914920728128,0.007963193007789192
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2012,620.5279034598559,786.4339586597628,480.5351221925897
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2012,1204.3406214482134,1528.6378752523967,930.6037609663317
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2012,899.3449410618517,1143.1063778479772,694.660140460834
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2013,2180482.2846840555,2777499.1105889715,1693158.5960086395
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2013,3878871.5861044386,4947201.774742214,3002080.7494477327
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2013,6059353.870788494,7706087.5166477375,4685271.98753652
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2013,0.0072176836950693995,0.00916029956045499,0.0056065861817244005
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2013,0.01336346247599687,0.017045215622797056,0.010344662357557785
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2013,0.010229084432921897,0.012965829498543264,0.007892351616270903
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2013,614.1194489527364,782.2655727325788,476.8677238398561
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2013,1196.7983207925279,1526.4240244105567,926.2707259228873
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2013,892.1804553973165,1134.645841214039,689.8603687189292
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2014,2145583.56538756,2747402.059187365,1656845.7479205625
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2014,3825793.1722988635,4886029.888486988,2941245.3076359406
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2014,5971376.737686422,7623034.622364352,4602181.838555138
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2014,0.007157676808231436,0.009163162425093152,0.005530932751840899
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2014,0.013308785468602839,0.01696690002340098,0.010246008830523038
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2014,0.010168783457179052,0.012948521883081637,0.007843090780345535
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2014,608.106843483485,778.6757975519223,469.58750717547275
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2014,1189.1044214121775,1518.6392682228511,914.1758694880391
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2014,885.2157421891001,1130.0627221158975,682.2419671153093
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2015,2114335.974199334,2678708.2681082096,1630245.1414488372
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2015,3771233.300709122,4818955.216206142,2898212.5118931537
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2015,5885569.274908455,7495469.490408863,4519687.730932671
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2015,0.007090492788341249,0.0090162050526807,0.005470594136435076
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2015,0.013204289092363037,0.016852444115210197,0.010156206858961691
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2015,0.01008143228691269,0.01281977417799268,0.007758992401048917
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2015,601.4542790226612,761.9983624963721,463.7474498591045
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2015,1177.3512557695938,1504.4423197660308,904.8005965907598
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2015,876.021268496487,1115.6424101501757,672.7204106048404
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2016,2081088.3912291036,2657415.6008832636,1594363.8693889794
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2016,3695110.034427143,4732136.286299102,2838197.8214406297
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2016,5776198.425656246,7385018.5412462745,4427605.204680884
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2016,0.00699088752199388,0.008910236276238666,0.005377553218068343
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2016,0.012968649656216193,0.016677142300710285,0.009929728993570117
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2016,0.009914263885270386,0.012576734261277013,0.007628201154019806
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2016,591.9952425794671,755.9397284178879,453.5395178776714
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2016,1154.2842453686285,1478.2321260587519,886.6006695349678
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2016,859.9892794765296,1099.5184559446013,659.2039831712403
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2017,2056610.5945089143,2621593.394248748,1575780.665750321
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2017,3628313.286753421,4663954.997849961,2762102.5487812427
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2017,5684923.881262335,7259276.407270138,4368673.296960846
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2017,0.006911643072611778,0.008841932717814287,0.0053073993688330465
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2017,0.012743316521419577,0.016411929700315044,0.009684318770282143
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2017,0.009763167848453961,0.012455418887585262,0.007493716471724712
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2017,584.6685815601622,745.2861009932249,447.97466722870894
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2017,1133.1726965031917,1456.6180050047997,862.6430370960104
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2017,846.0371394082813,1080.3341564561301,650.1511605726884
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2018,2049255.0996791034,2620813.2585573397,1563629.0361360703
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2018,3598664.422471872,4638670.684146337,2739593.5693304054
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2018,5647919.522150976,7237792.731156542,4332330.506382008
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2018,0.006896262168537911,0.008778288980317874,0.005265301881043056
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2018,0.012640674782761869,0.01632807479938673,0.009617936143168594
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2018,0.009706882351240896,0.012385155547462053,0.007429894585451901
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2018,583.0718600522266,745.69655176452,444.8973144799273
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2018,1125.0861769860364,1450.2336571684593,856.5063294499412
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2018,841.32157096308,1078.1511894777682,645.3496890785113
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Number,2019,2054287.3930611415,2657567.7368728514,1556655.9383926634
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Number,2019,3582664.754978335,4660672.761951351,2713637.087335945
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Number,2019,5636952.148039476,7297892.32020718,4270729.814970016
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Percent,2019,0.006930312939875968,0.008853056853550837,0.005259207233486211
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Percent,2019,0.012576054287619492,0.01642275185288748,0.00951571878132041
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Percent,2019,0.00969708390417064,0.012537558883657639,0.007382778231648461
Prevalence,World Bank Upper Middle Income,Male,<20 years,Depressive disorders,Rate,2019,585.397623467483,757.3107066830553,443.59065336701303
Prevalence,World Bank Upper Middle Income,Female,<20 years,Depressive disorders,Rate,2019,1121.8818014569808,1459.451082302308,849.7529833933162
Prevalence,World Bank Upper Middle Income,Both,<20 years,Depressive disorders,Rate,2019,841.0023223060866,1088.805479991279,637.1694486675415
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1990,2748252.0230617276,3514421.974505011,2112019.991616556
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1990,4175825.056722537,5344037.250767915,3192350.399060472
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1990,6924077.079784266,8841295.880151588,5313580.762204412
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1990,0.03238296790925203,0.04133058991001053,0.024872119412317113
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1990,0.049040093790859905,0.06269496424622745,0.03751727298346763
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1990,0.04072538484722816,0.05196381177364259,0.03123475846682069
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1990,3163.9156494514555,4045.966159801037,2431.4557207113407
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1990,4872.566273967459,6235.69601724522,3724.997737658377
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1990,4012.489949155365,5123.514722300335,3079.210291378617
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1991,2851586.099908967,3636170.18728282,2194698.035076368
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1991,4397838.956823216,5617433.321176708,3379218.4496887852
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1991,7249425.056732182,9217412.825639516,5575590.651167829
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1991,0.03297871874939216,0.04212218848069397,0.025363625865350826
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1991,0.05062837784454298,0.06463718312621439,0.03893069067847419
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1991,0.04182372136107386,0.05327053725954209,0.03208073844133642
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1991,3221.7710401267195,4108.207641611777,2479.6076020491846
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1991,5030.592287002114,6425.659742364272,3865.4144537796433
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1991,4120.588588736073,5239.197013524332,3169.1775599956304
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1992,2943216.6319603426,3744680.1568726893,2268225.0626736754
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1992,4597604.943355036,5852067.528428363,3549398.0583660146
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1992,7540821.575315379,9604656.534565626,5809161.881635633
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1992,0.03345309976870197,0.04257332201933984,0.025642966681873623
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1992,0.05190643737653054,0.06608954043878625,0.04005098746661953
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1992,0.04271077771899529,0.05449961389021164,0.03286063152366127
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1992,3267.5747317544897,4157.363792467354,2518.1955076776735
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1992,5157.686062565313,6564.967521228627,3981.7864130735297
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1992,4207.712572079124,5359.314452325239,3241.4615885642115
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1993,3021366.8248651107,3857006.3156543924,2337565.922446295
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1993,4770095.621510329,6059676.767984237,3679940.553204294
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1993,7791462.446375439,9912391.654470444,6004416.450759248
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1993,0.033801137614645024,0.043134599551258576,0.0261787444660431
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1993,0.05285416486103126,0.0671676581316462,0.04073299160152103
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1993,0.04337339385164226,0.05512647894166748,0.03338128664785429
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1993,3300.86413378366,4213.806051732576,2553.806922832805
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1993,5251.892182842301,6671.725594937029,4051.6275895070453
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1993,4272.599473199524,5435.652119550371,3292.6381588759227
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1994,3084713.3877625354,3934989.638423569,2390962.4026486813
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1994,4912864.686979525,6266960.195300393,3803582.801158822
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1994,7997578.07474206,10201430.194481185,6192705.907539723
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1994,0.03399408868720039,0.04329867617008086,0.026352754435991835
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1994,0.05344462916678142,0.06822867040853736,0.04136440157210906
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1994,0.04378222629830118,0.05601874495712993,0.03385492930104201
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1994,3318.850245122175,4233.664423360886,2572.4419609253314
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1994,5310.477202557934,6774.163622841798,4111.417887638548
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1994,4312.341079949075,5500.6710895176775,3339.143404609797
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1995,3137097.9436653727,3993921.924690774,2439938.5641979305
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1995,5024550.845844257,6407151.51658187,3896824.937843952
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1995,8161648.789509629,10433011.738996515,6337009.800420873
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1995,0.03402902924848938,0.043371217218053114,0.026419210823086507
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1995,0.05361827307298317,0.06842389558422705,0.041558859331051676
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1995,0.04390372382462011,0.05622949580996035,0.03409791809063832
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1995,3321.299884615433,4228.434261806863,2583.2051843019362
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1995,5327.6299288361315,6793.628570116264,4131.880003456124
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1995,4323.706353618849,5526.981166018727,3357.0875497903967
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1996,3180042.372860325,4068668.635635669,2474398.358343225
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1996,5106895.01790257,6520239.93091595,3957218.4664849206
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1996,8286937.390762894,10575766.299957557,6434300.455372128
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1996,0.033902031703090516,0.04337782369586304,0.026318851831344366
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1996,0.053391226224158275,0.06822420440048392,0.04135064455301547
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1996,0.043741707948015573,0.05592446673209299,0.033982000439040906
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1996,3307.508863709064,4231.754171173463,2573.5803310086385
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1996,5304.81862096261,6772.939345221289,4110.585029579867
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1996,4306.801276059102,5496.327732212652,3343.9679950560417
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1997,3217416.288197645,4114856.312154788,2507247.9259521426
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1997,5165495.566637531,6557617.582175191,4013023.052505817
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1997,8382911.854835177,10681246.45913269,6532012.468125334
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1997,0.03367508984949724,0.043004085243611,0.026280789384231416
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1997,0.05288053208303889,0.06743397411385219,0.04110561978918013
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1997,0.04338409106379029,0.05520422908246446,0.03379243378850389
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1997,3283.522372213495,4199.401491490857,2558.762659264569
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1997,5253.634018634302,6669.509704629563,4081.496954982799
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1997,4270.26220164288,5441.035741603058,3327.4125299560446
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1998,3258438.810042284,4143324.945642508,2544342.092473336
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1998,5220629.875570773,6586428.693779504,4051078.829024833
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1998,8479068.685613059,10733337.54950398,6607502.593953727
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1998,0.033422394906201906,0.04240295948737171,0.02615361624983407
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1998,0.05228161870147363,0.06605391875670037,0.04065634419795043
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1998,0.04296485290039558,0.05438070442160295,0.03337174208968874
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1998,3256.8103746038696,4141.254280036157,2543.070533585053
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1998,5193.562269540193,6552.279776640986,4030.07504052491
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1998,4227.461198868195,5351.385831072841,3294.343031417573
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,1999,3311403.2668548245,4236068.399792751,2587466.463839803
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,1999,5287641.250887328,6674142.9904512605,4118889.915532626
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,1999,8599044.517742153,10900022.973207232,6701552.563833048
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,1999,0.03321756621296484,0.042453431633540026,0.025864207599571823
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,1999,0.05175100038869343,0.06562255455836555,0.040277184423233935
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,1999,0.04259834100612944,0.053866716449575386,0.033149341545437076
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,1999,3234.822106857193,4138.102973735308,2527.627426643941
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,1999,5140.26510292252,6488.122525327238,4004.088986188105
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,1999,4189.863235448522,5311.0093135064635,3265.3149602489148
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,2000,3378652.069549443,4324687.256554599,2623709.550993865
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,2000,5384934.072094772,6818020.135146316,4186130.6313095693
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,2000,8763586.141644215,11110004.932538712,6826979.798723112
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,2000,0.03309056246962551,0.0422883098763639,0.025735331243050726
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,2000,0.051493803392468195,0.06513124018835607,0.04009066237699305
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,2000,0.042402152301032316,0.053869406187403164,0.03298355564468589
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,2000,3220.7923423964417,4122.626216740928,2501.1227722067115
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,2000,5114.157719528955,6475.1823957797005,3975.634983909914
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,2000,4169.246705271187,5285.5475728618885,3247.9127348931406
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,2001,3470781.667273468,4417239.230280687,2707475.1207945663
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,2001,5513541.008468758,6986778.052613445,4276880.158505666
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,2001,8984322.675742228,11398138.074864373,6986470.886660415
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,2001,0.033155502482784455,0.04231620993852396,0.025854612870250725
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,2001,0.051521793264366865,0.06529802182522379,0.03992613168079706
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,2001,0.04243972782386136,0.05395447111864128,0.03301727102556031
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,2001,3225.182123312141,4104.666431261248,2515.888694824951
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,2001,5116.120213783775,6483.165060220307,3968.5989452608574
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,2001,4171.322581472713,5292.030624278283,3243.7418852969545
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Number,2002,3584351.7280425117,4545497.97123711,2794629.1242916435
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Number,2002,5663948.8331978135,7189262.574332965,4403708.472068833
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Number,2002,9248300.561240327,11725606.46555488,7203563.162793598
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Percent,2002,0.03336018264064378,0.04232066252658502,0.026023165031764117
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Percent,2002,0.05170912830507952,0.06560890433664428,0.04009891035644372
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Percent,2002,0.04262295101139824,0.0541701061658611,0.03315402019715113
Prevalence,World Bank Lower Middle Income,Male,20-24 years,Depressive disorders,Rate,2002,3242.1843066143283,4111.578133583611,2527.849769512978
Prevalence,World Bank Lower Middle Income,Female,20-24 years,Depressive disorders,Rate,2002,5133.528099837582,6515.998383695143,3991.307451853289
Prevalence,World Bank Lower Middle Income,Both,20-24 years,Depressive disorders,Rate,2002,4186.909493187151,5308.44047497351,3261.2118076565644
